HexCode,Date,Time,FlightNumber,Alt,GroundSpeed,Squawk,Airline,Weekday,BarometricPressure,Temp,WindSpeed,WindDirection,Raining
A32403,2022-07-04,20:04:53,N301L,40000,446,2436,Private,Tuesday,29.13,94,18,SE,No
A8AE3E,2022-07-04,20:05:09,AAL303,2450,185,502,AAL,Tuesday,29.13,94,18,SE,No
ADEDDD,2022-07-04,20:06:21,AAL1578,2575,207,2336,AAL,Tuesday,29.13,94,18,SE,No
AD9EDF,2022-07-04,20:06:48,AAL1434,2450,200,533,AAL,Tuesday,29.13,94,18,SE,No
ABFCDA,2022-07-04,20:07:28,NA,,,,NA,Tuesday,29.13,94,18,SE,No
AA2701,2022-07-04,20:08:17,AAL1555,2525,204,6221,AAL,Tuesday,29.13,94,18,SE,No
3455D5,2022-07-04,20:08:51,IBE6146,11825,286,7321,IBE,Tuesday,29.13,94,18,SE,No
AD6595,2022-07-04,20:09:20,SWA1659,41000,434,501,SWA,Tuesday,29.13,94,18,SE,No
AA01DE,2022-07-04,20:09:20,SKW3171,12325,322,2547,SKW,Tuesday,29.13,94,18,SE,No
AC91D4,2022-07-04,20:09:24,AAL1482,2450,200,524,AAL,Tuesday,29.13,94,18,SE,No
A5954E,2022-07-04,20:11:56,UAL1235,8350,292,,UAL,Tuesday,29.13,94,18,SE,No
A1CB36,2022-07-04,20:12:30,NA,,,,NA,Tuesday,29.13,94,18,SE,No
A6E131,2022-07-04,20:12:40,NA,2500,192,,NA,Tuesday,29.13,94,18,SE,No
ABAE2C,2022-07-04,20:12:53,NA,11425,,,NA,Tuesday,29.13,94,18,SE,No
ACEA96,2022-07-04,20:13:10,NKS813,10950,281,3716,NKS,Tuesday,29.13,94,18,SE,No
A33327,2022-07-04,20:13:20,AAL2597,2375,194,2376,AAL,Tuesday,29.13,94,18,SE,No
A32437,2022-07-04,20:13:35,DAL1303,35975,434,,DAL,Tuesday,29.13,94,18,SE,No
AC2154,2022-07-04,20:14:00,SWA2623,37000,469,,SWA,Tuesday,29.13,94,18,SE,No
A9FC6F,2022-07-04,20:14:04,N74206,4450,121,,Private,Tuesday,29.13,94,18,SE,No
AC82F8,2022-07-04,20:14:39,AAL2698,2350,200,542,AAL,Tuesday,29.13,94,18,SE,No
A6EE47,2022-07-04,20:15:45,NA,36000,459,,NA,Tuesday,29.13,94,18,SE,No
AD046B,2022-07-04,20:15:55,ASH5871,11650,270,2441,ASH,Tuesday,29.13,94,18,SE,No
A1D873,2022-07-04,20:16:06,NA,2075,207,,NA,Tuesday,29.13,94,18,SE,No
A836FB,2022-07-04,20:16:45,UAL1632,35000,448,,UAL,Tuesday,29.13,94,18,SE,No
ACF486,2022-07-04,20:17:40,AAL2886,8650,291,2372,AAL,Tuesday,29.13,94,18,SE,No
AB5F87,2022-07-04,20:17:47,SWA1970,10975,324,2346,SWA,Tuesday,29.13,94,18,SE,No
AC9FBE,2022-07-04,20:18:40,SKW4782,30000,437,7242,SKW,Tuesday,29.13,94,18,SE,No
AB39F0,2022-07-04,20:18:46,SCX626,38725,468,2705,SCX,Tuesday,29.13,94,18,SE,No
ABF6A4,2022-07-04,20:19:07,SKW3202,11600,280,4003,SKW,Tuesday,29.13,94,18,SE,No
406A04,2022-07-04,20:19:13,BAW92W,7725,288,,BAW,Tuesday,29.13,94,18,SE,No
A06DB4,2022-07-04,20:20:01,NA,8850,289,,NA,Tuesday,29.13,94,18,SE,No
A0D19E,2022-07-04,20:20:22,AAL681,11850,281,6124,AAL,Tuesday,29.13,94,18,SE,No
AA7685,2022-07-04,20:20:54,SWA1707,14075,360,2313,SWA,Tuesday,29.13,94,18,SE,No
AC7E09,2022-07-04,20:21:28,AAL1229,14150,366,2122,AAL,Tuesday,29.13,94,18,SE,No
AAF260,2022-07-04,20:22:25,SCX504,2225,205,2266,SCX,Tuesday,29.13,94,18,SE,No
A9DC5E,2022-07-04,20:23:43,NA,35000,,,NA,Tuesday,29.13,94,18,SE,No
A1A94C,2022-07-04,20:25:07,N206LE,3050,108,761,Private,Tuesday,29.13,94,18,SE,No
AD0851,2022-07-04,20:25:12,AAL2515,2325,184,2210,AAL,Tuesday,29.13,94,18,SE,No
AD0562,2022-07-04,20:26:15,SWA3015,39000,477,7363,SWA,Tuesday,29.13,94,18,SE,No
ADF194,2022-07-04,20:27:08,AAL2199,14400,346,2754,AAL,Tuesday,29.13,94,18,SE,No
AB3C15,2022-07-04,20:27:20,AAL632,2700,197,531,AAL,Tuesday,29.13,94,18,SE,No
AD928B,2022-07-04,20:28:10,ASA751,34000,479,,ASA,Tuesday,29.13,94,18,SE,No
A72C78,2022-07-04,20:29:05,AAL556,2400,191,521,AAL,Tuesday,29.13,94,18,SE,No
AC763E,2022-07-04,20:29:28,AAL575,10825,279,1031,AAL,Tuesday,29.13,94,18,SE,No
A5A378,2022-07-04,20:29:42,N4620Y,900,85,1200,Private,Tuesday,29.13,94,18,SE,No
A8C439,2022-07-04,20:29:57,ENY3736,13650,368,2442,ENY,Tuesday,29.13,94,18,SE,No
A3ACA6,2022-07-04,20:30:17,FFT760,36950,443,1473,FFT,Tuesday,29.13,94,18,SE,No
A10BBC,2022-07-04,20:30:52,AAL2747,8425,291,,AAL,Tuesday,29.13,94,18,SE,No
AA735A,2022-07-04,20:30:59,SWA932,10425,340,2232,SWA,Tuesday,29.13,94,18,SE,No
AB184D,2022-07-04,20:31:45,AAL1560,13950,362,2601,AAL,Tuesday,29.13,94,18,SE,No
A988CC,2022-07-04,20:31:55,SKW3212,13550,342,2435,SKW,Tuesday,29.13,94,18,SE,No
AD7634,2022-07-04,20:32:23,AAL2466,9350,272,,AAL,Tuesday,29.13,94,18,SE,No
AC045C,2022-07-04,20:32:55,ASH6039,10700,275,7207,ASH,Tuesday,29.13,94,18,SE,No
A3D4ED,2022-07-04,20:33:40,AAL1467,14350,365,4201,AAL,Tuesday,29.13,94,18,SE,No
AAED17,2022-07-04,20:33:41,AAL2851,2175,217,2201,AAL,Tuesday,29.13,94,18,SE,No
A94B2B,2022-07-04,20:33:53,UAL1759,32000,462,2713,UAL,Tuesday,29.13,94,18,SE,No
ADB656,2022-07-04,20:34:17,AAL2810,10775,304,3526,AAL,Tuesday,29.13,94,18,SE,No
A42B32,2022-07-04,20:35:04,DAL2862,8850,298,,DAL,Tuesday,29.13,94,18,SE,No
ADEA26,2022-07-04,20:35:06,AAL2790,11875,319,,AAL,Tuesday,29.13,94,18,SE,No
AC97E4,2022-07-04,20:35:51,NA,2500,192,,NA,Tuesday,29.13,94,18,SE,No
A5CE40,2022-07-04,20:36:14,SWA50,12475,315,545,SWA,Tuesday,29.13,94,18,SE,No
A04A49,2022-07-04,20:37:21,DAL1443,31000,483,571,DAL,Tuesday,29.13,94,18,SE,No
A0CB68,2022-07-04,20:38:01,AAL2254,2400,182,2207,AAL,Tuesday,29.13,94,18,SE,No
AD21BC,2022-07-04,20:38:05,SWA1957,38000,483,,SWA,Tuesday,29.13,94,18,SE,No
A94B4B,2022-07-04,20:39:50,UAL2621,32000,475,2517,UAL,Tuesday,29.13,94,18,SE,No
AC97E1,2022-07-04,20:39:56,NKS310,36975,468,1075,NKS,Tuesday,29.13,94,18,SE,No
A40027,2022-07-04,20:40:40,NA,2525,359,,NA,Tuesday,29.13,94,18,SE,No
AAA201,2022-07-04,20:42:02,SWA230,16525,387,2315,SWA,Tuesday,29.13,94,18,SE,No
A283ED,2022-07-04,20:42:12,ENY3729,10950,262,7460,ENY,Tuesday,29.13,94,18,SE,No
ADB014,2022-07-04,20:42:18,AAL2508,2500,183,,AAL,Tuesday,29.13,94,18,SE,No
AC2B8E,2022-07-04,20:42:46,ASH6245,33000,,,ASH,Tuesday,29.13,94,18,SE,No
A28036,2022-07-04,20:42:51,NA,9450,293,,NA,Tuesday,29.13,94,18,SE,No
A1D059,2022-07-04,20:43:02,FFT1102,34975,480,2036,FFT,Tuesday,29.13,94,18,SE,No
A2E935,2022-07-04,20:44:21,ENY3901,2675,192,,ENY,Tuesday,29.13,94,18,SE,No
A99F16,2022-07-04,20:45:09,NA,8500,296,5212,NA,Tuesday,29.13,94,18,SE,No
A99686,2022-07-04,20:45:19,SKW3168,11175,277,5247,SKW,Tuesday,29.13,94,18,SE,No
A060AE,2022-07-04,20:45:33,AAL2222,2450,194,,AAL,Tuesday,29.13,94,18,SE,No
A7D7B5,2022-07-04,20:46:01,SKW3252,13825,340,2525,SKW,Tuesday,29.13,94,18,SE,No
ADECA5,2022-07-04,20:46:54,AAL1243,2325,180,6237,AAL,Tuesday,29.13,94,18,SE,No
A19AAA,2022-07-04,20:47:01,ENY3927,2375,192,,ENY,Tuesday,29.13,94,18,SE,No
ABDD91,2022-07-04,20:47:05,NA,6825,279,,NA,Tuesday,29.13,94,18,SE,No
ACD64B,2022-07-04,20:47:22,AAL1826,11475,277,3755,AAL,Tuesday,29.13,94,18,SE,No
A178DE,2022-07-04,20:48:00,AAL1744,9825,297,547,AAL,Tuesday,29.13,94,18,SE,No
A0DE99,2022-07-04,20:48:15,AAL2953,8500,288,,AAL,Tuesday,29.13,94,18,SE,No
ADD66D,2022-07-04,20:48:35,AAL892,2400,185,572,AAL,Tuesday,29.13,94,18,SE,No
ADF068,2022-07-04,20:49:29,NA,2475,183,,NA,Tuesday,29.13,94,18,SE,No
AD237F,2022-07-04,20:50:29,NA,2600,193,,NA,Tuesday,29.13,94,18,SE,No
A8B926,2022-07-04,20:51:08,NKS290,2900,184,573,NKS,Tuesday,29.13,94,18,SE,No
ADDDD5,2022-07-04,20:51:19,NA,2675,179,,NA,Tuesday,29.13,94,18,SE,No
AD7760,2022-07-04,20:52:08,AAL1176,10275,301,,AAL,Tuesday,29.13,94,18,SE,No
A1E9AC,2022-07-04,20:52:11,ENY4138,2575,204,2267,ENY,Tuesday,29.13,94,18,SE,No
AA395B,2022-07-04,20:53:00,SKW9903,12000,276,5251,SKW,Tuesday,29.13,94,18,SE,No
AC5920,2022-07-04,20:53:22,AAL1406 ,2250,191,,AAL,Tuesday,29.13,94,18,SE,No
AB674B,2022-07-04,20:54:01,NA,2775,188,2353,NA,Tuesday,29.13,94,18,SE,No
A3621E,2022-07-04,20:54:15,AAL2744,11950,279,3216,AAL,Tuesday,29.13,94,18,SE,No
AA6E58,2022-07-04,20:54:54,SKW3153,8600,296,541,SKW,Tuesday,29.13,94,18,SE,No
A5A6C1,2022-07-04,20:54:56,NA,,,,NA,Tuesday,29.13,94,18,SE,No
AB485E,2022-07-04,20:55:03,AAL2240 ,2600,333,,AAL,Tuesday,29.13,94,18,SE,No
AAF1F2,2022-07-04,20:55:13,AAL1564,14050,369,2571,AAL,Tuesday,29.13,94,18,SE,No
AB15BA,2022-07-04,20:55:40,NA,2425,196,,NA,Tuesday,29.13,94,18,SE,No
A26793,2022-07-04,20:55:43,ENY3911,11725,280,1012,ENY,Tuesday,29.13,94,18,SE,No
A0ACB6,2022-07-04,20:56:21,NA,37000,485,,NA,Tuesday,29.13,94,18,SE,No
A10931,2022-07-04,20:56:25,AAL2390,9250,298,2336,AAL,Tuesday,29.13,94,18,SE,No
A295B3,2022-07-04,20:56:32,N266EH,1400,38,1200,Private,Tuesday,29.13,94,18,SE,No
ADE18C,2022-07-04,20:56:44,AAL1074,11925,279,1074,AAL,Tuesday,29.13,94,18,SE,No
A24782,2022-07-04,20:57:20,ENY4230,34000,442,,ENY,Tuesday,29.13,94,18,SE,No
ACBEB0,2022-07-04,20:57:25,ASH5738,12375,346,5154,ASH,Tuesday,29.13,94,18,SE,No
AA64CA,2022-07-04,20:57:40,NA,3000,146,2245,NA,Tuesday,29.13,94,18,SE,No
4BB181,2022-07-04,20:57:54,THY7LK,8000,297,2327,THY,Tuesday,29.13,94,18,SE,No
A3244A,2022-07-04,20:58:11,AAL2346,2575,195,,AAL,Tuesday,29.13,94,18,SE,No
ACAE2E,2022-07-04,20:58:12,AAL2432,14425,366,4267,AAL,Tuesday,29.13,94,18,SE,No
A771AF,2022-07-04,20:58:29,AAL2399,11175,279,1415,AAL,Tuesday,29.13,94,18,SE,No
A987AA,2022-07-04,20:58:38,SKW3280,2350,193,3653,SKW,Tuesday,29.13,94,18,SE,No
AB1FBB,2022-07-04,20:59:11,AAL595,2500,187,6261,AAL,Tuesday,29.13,94,18,SE,No
A40797,2022-07-04,20:59:20,AAL348,2500,197,2253,AAL,Tuesday,29.13,94,18,SE,No
AD4105,2022-07-04,21:00:05,NA,9900,308,,NA,Tuesday,29.14,92,13,S,No
A1C534,2022-07-04,21:00:08,FFT2137,2425,200,3634,FFT,Tuesday,29.14,92,13,S,No
A791C0,2022-07-04,21:01:55,AAL1797,2575,180,2341,AAL,Tuesday,29.14,92,13,S,No
ACF207,2022-07-04,21:02:29,AAL1446,2475,194,,AAL,Tuesday,29.14,92,13,S,No
A9A404,2022-07-04,21:02:45,SKW3285,11700,281,1545,SKW,Tuesday,29.14,92,13,S,No
A584BC,2022-07-04,21:02:59,AAL574,8825,295,,AAL,Tuesday,29.14,92,13,S,No
A149F1,2022-07-04,21:03:12,AAL1758,2550,177,,AAL,Tuesday,29.14,92,13,S,No
ABD155,2022-07-04,21:03:22,SWA1737,14900,380,3627,SWA,Tuesday,29.14,92,13,S,No
ADE8FA,2022-07-04,21:03:37,AAL371,11975,276,7477,AAL,Tuesday,29.14,92,13,S,No
AB10DF,2022-07-04,21:03:47,AAL771,2700,181,576,AAL,Tuesday,29.14,92,13,S,No
ADBEF0,2022-07-04,21:04:14,NA,2575,201,2316,NA,Tuesday,29.14,92,13,S,No
AA31ED,2022-07-04,21:05:05,NA,2375,190,,NA,Tuesday,29.14,92,13,S,No
AB6B02,2022-07-04,21:05:46,AAL2863,10000,302,2302,AAL,Tuesday,29.14,92,13,S,No
A66346,2022-07-04,21:05:46,AAL1996,2400,194,2222,AAL,Tuesday,29.14,92,13,S,No
A32800,2022-07-04,21:05:56,AAY193,36975,459,565,AAY,Tuesday,29.14,92,13,S,No
AC9F52,2022-07-04,21:05:57,NA,2525,186,,NA,Tuesday,29.14,92,13,S,No
A4F622,2022-07-04,21:06:37,LXJ419,17100,,,LXJ,Tuesday,29.14,92,13,S,No
AC7A52,2022-07-04,21:06:38,AAL2524,11575,274,7450,AAL,Tuesday,29.14,92,13,S,No
A7B444,2022-07-04,21:06:54,LXJ596,45000,448,3267,LXJ,Tuesday,29.14,92,13,S,No
A44520,2022-07-04,21:07:05,UAL1923,37000,462,2072,UAL,Tuesday,29.14,92,13,S,No
A2ECEC,2022-07-04,21:07:16,ENY4204,2725,177,2360,ENY,Tuesday,29.14,92,13,S,No
ACDBEE,2022-07-04,21:07:45,AAL2707,3125,173,2224,AAL,Tuesday,29.14,92,13,S,No
AA7AEB,2022-07-04,21:08:12,SWA745,38000,471,2516,SWA,Tuesday,29.14,92,13,S,No
AA0A79,2022-07-04,21:08:26,NA,6900,427,,NA,Tuesday,29.14,92,13,S,No
A968BB,2022-07-04,21:08:41,SKW4928,2475,191,2262,SKW,Tuesday,29.14,92,13,S,No
ACC6CE,2022-07-04,21:08:51,NKS668,2825,180,,NKS,Tuesday,29.14,92,13,S,No
ACCD8C,2022-07-04,21:09:16,ASH5775,11250,280,2615,ASH,Tuesday,29.14,92,13,S,No
AD4747,2022-07-04,21:09:54,AAL1010,2575,195,,AAL,Tuesday,29.14,92,13,S,No
A31A56,2022-07-04,21:09:57,UAL2748,41000,492,3706,UAL,Tuesday,29.14,92,13,S,No
A3904C,2022-07-04,21:10:20,FFT507,2750,180,522,FFT,Tuesday,29.14,92,13,S,No
AA4200,2022-07-04,21:10:24,SKW3284,11075,276,2567,SKW,Tuesday,29.14,92,13,S,No
ABEC6C,2022-07-04,21:10:37,SWA2163,9375,339,,SWA,Tuesday,29.14,92,13,S,No
A2B130,2022-07-04,21:10:45,UAL1728,37000,455,1775,UAL,Tuesday,29.14,92,13,S,No
AB84C9,2022-07-04,21:12:51,AAL1273,2200,201,515,AAL,Tuesday,29.14,92,13,S,No
A83F56,2022-07-04,21:13:23,SKW3052,2675,181,,SKW,Tuesday,29.14,92,13,S,No
ADA64D,2022-07-04,21:13:40,AAL2403 ,2475,192,2310,AAL,Tuesday,29.14,92,13,S,No
A704F9,2022-07-04,21:14:01,AAL2256,2475,181,,AAL,Tuesday,29.14,92,13,S,No
A1515B,2022-07-04,21:14:21,AAL577,2700,159,3624,AAL,Tuesday,29.14,92,13,S,No
ADD3DC,2022-07-04,21:15:10,AAL2711,2600,196,,AAL,Tuesday,29.14,92,13,S,No
A23FE5,2022-07-04,21:16:21,ASH5869,2600,198,3433,ASH,Tuesday,29.14,92,13,S,No
A8E6E2,2022-07-04,21:16:28,ENY3643,2225,288,2250,ENY,Tuesday,29.14,92,13,S,No
A0D72B,2022-07-04,21:17:06,AAL2749,2700,174,,AAL,Tuesday,29.14,92,13,S,No
A99DF4,2022-07-04,21:17:41,SKW3189,2500,193,3633,SKW,Tuesday,29.14,92,13,S,No
A24753,2022-07-04,21:18:35,ASH5830,2450,218,2275,ASH,Tuesday,29.14,92,13,S,No
A63A32,2022-07-04,21:20:09,N500CR,9100,247,,Private,Tuesday,29.14,92,13,S,No
A9F09D,2022-07-04,21:20:24,N74EH,1875,54,1200,Private,Tuesday,29.14,92,13,S,No
AC18FE,2022-07-04,21:20:34,AAL2806,2500,182,2274,AAL,Tuesday,29.14,92,13,S,No
A5198F,2022-07-04,21:21:15,N428CF,1800,154,,Private,Tuesday,29.14,92,13,S,No
A8A337,2022-07-04,21:21:39,SKW3013,2375,193,2227,SKW,Tuesday,29.14,92,13,S,No
AB5867,2022-07-04,21:22:11,NA,3200,355,,NA,Tuesday,29.14,92,13,S,No
AD99FC,2022-07-04,21:22:41,AAL2267,2550,189,2323,AAL,Tuesday,29.14,92,13,S,No
A4EE2E,2022-07-04,21:22:56,AAL496,34000,463,2170,AAL,Tuesday,29.14,92,13,S,No
ACA760,2022-07-04,21:23:22,AAL1525,2725,179,2241,AAL,Tuesday,29.14,92,13,S,No
AD871C,2022-07-04,21:23:45,N9708G  ,3100,124,1200,Private,Tuesday,29.14,92,13,S,No
ACB4E9,2022-07-04,21:23:59,ASH5695,11175,267,2613,ASH,Tuesday,29.14,92,13,S,No
A2E57E,2022-07-04,21:24:02,NA,2325,204,,NA,Tuesday,29.14,92,13,S,No
AA11DC,2022-07-04,21:25:18,SKW3198,2475,187,6260,SKW,Tuesday,29.14,92,13,S,No
AB214D,2022-07-04,21:25:20,SCX122,8825,307,,SCX,Tuesday,29.14,92,13,S,No
A89FA3,2022-07-04,21:25:33,DAL8838,40000,464,7435,DAL,Tuesday,29.14,92,13,S,No
AAA31D,2022-07-04,21:25:55,NA,11950,,,NA,Tuesday,29.14,92,13,S,No
AB8C37,2022-07-04,21:26:04,AAL2313,2350,189,3652,AAL,Tuesday,29.14,92,13,S,No
A8D2A8,2022-07-04,21:26:24,NA,3075,197,,NA,Tuesday,29.14,92,13,S,No
A29748,2022-07-04,21:26:40,SWA985,16400,381,2215,SWA,Tuesday,29.14,92,13,S,No
A6594F,2022-07-04,21:26:42,SKW6269,34000,445,,SKW,Tuesday,29.14,92,13,S,No
A390E3,2022-07-04,21:26:55,ASH5810,2425,284,2231,ASH,Tuesday,29.14,92,13,S,No
A07522,2022-07-04,21:27:43,AAL1399,2550,181,2373,AAL,Tuesday,29.14,92,13,S,No
A234EF,2022-07-04,21:27:45,ENY3576,2525,298,,ENY,Tuesday,29.14,92,13,S,No
ADD793,2022-07-04,21:28:21,NA,2625,199,,NA,Tuesday,29.14,92,13,S,No
AD071D,2022-07-04,21:28:32,ENY4124,2475,198,3672,ENY,Tuesday,29.14,92,13,S,No
A2E806,2022-07-04,21:29:15,NA,34000,464,,NA,Tuesday,29.14,92,13,S,No
AD35AF,2022-07-04,21:30:59,N950LP,5000,99,5274,Private,Tuesday,29.14,92,13,S,No
A0FCD4,2022-07-04,21:32:02,AAL2224,2425,174,2247,AAL,Tuesday,29.14,92,13,S,No
A5D5AE,2022-07-04,21:32:44,NA,,,,NA,Tuesday,29.14,92,13,S,No
780AA8,2022-07-04,21:33:39,CPA2081,8950,289,2246,CPA,Tuesday,29.14,92,13,S,No
AB7203,2022-07-04,21:35:08,N8367T,3500,106,5122,Private,Tuesday,29.14,92,13,S,No
A365B7,2022-07-04,21:36:10,DAL2097,9250,297,,DAL,Tuesday,29.14,92,13,S,No
A7CFE3,2022-07-04,21:37:27,NKS1128,35000,476,7237,NKS,Tuesday,29.14,92,13,S,No
AC76B6,2022-07-04,21:38:05,ENY3588,2850,190,2212,ENY,Tuesday,29.14,92,13,S,No
A2B698,2022-07-04,21:38:51,AAY1437,31675,457,,AAY,Tuesday,29.14,92,13,S,No
A96F07,2022-07-04,21:40:15,SKW3276,2425,197,534,SKW,Tuesday,29.14,92,13,S,No
ABE930,2022-07-04,21:41:40,DAL2908,32000,454,2525,DAL,Tuesday,29.14,92,13,S,No
AC1190,2022-07-04,21:42:14,AAL1582,11125,277,2270,AAL,Tuesday,29.14,92,13,S,No
AC9E9F,2022-07-04,21:42:53,ASH5710,2350,307,,ASH,Tuesday,29.14,92,13,S,No
ADB782,2022-07-04,21:42:54,AAL2028 ,10275,306,,AAL,Tuesday,29.14,92,13,S,No
A46D8F,2022-07-04,21:42:59,UAL1180,34000,468,2457,UAL,Tuesday,29.14,92,13,S,No
AC8E1D,2022-07-04,21:43:23,AAL2628,2500,187,2355,AAL,Tuesday,29.14,92,13,S,No
AD11EB,2022-07-04,21:43:55,ENY3876,2825,193,,ENY,Tuesday,29.14,92,13,S,No
A695EA,2022-07-04,21:44:35,AAL1620,2550,,,AAL,Tuesday,29.14,92,13,S,No
AB3214,2022-07-04,21:44:45,NA,11075,277,3772,NA,Tuesday,29.14,92,13,S,No
A63A63,2022-07-04,21:45:00,N500EQ,8400,250,,Private,Tuesday,29.14,92,13,S,No
A445CD,2022-07-04,21:45:11,UAL475,37000,462,3741,UAL,Tuesday,29.14,92,13,S,No
A9BF27,2022-07-04,21:45:49,NA,2775,184,,NA,Tuesday,29.14,92,13,S,No
ACE6B3,2022-07-04,21:46:47,ASH5855,11350,273,7136,ASH,Tuesday,29.14,92,13,S,No
AC62DE,2022-07-04,21:48:17,NA,3650,,,NA,Tuesday,29.14,92,13,S,No
A196F3,2022-07-04,21:48:41,ENY3538,2525,199,2305,ENY,Tuesday,29.14,92,13,S,No
A06A54,2022-07-04,21:50:14,NA,11750,278,3160,NA,Tuesday,29.14,92,13,S,No
A2BDFF,2022-07-04,21:53:16,ENY3593,2750,178,,ENY,Tuesday,29.14,92,13,S,No
AB6EB9,2022-07-04,21:53:57,AAL1371,2700,180,6271,AAL,Tuesday,29.14,92,13,S,No
A67EF1,2022-07-04,21:58:01,N5178S,4600,99,5261,Private,Tuesday,29.14,92,13,S,No
A558B6,2022-07-04,22:00:03,N4434R,1200,60,1200,Private,Tuesday,29.17,90,13,S,No
A69345,2022-07-04,22:01:14,N5224E,5575,78,,Private,Tuesday,29.17,90,13,S,No
A624AC,2022-07-04,22:02:37,SWA3019,13025,347,5101,SWA,Tuesday,29.17,90,13,S,No
AD159B,2022-07-04,22:05:04,ENY4218,2800,194,2344,ENY,Tuesday,29.17,90,13,S,No
A0DAB2,2022-07-04,22:05:56,SKW5608,30250,448,2574,SKW,Tuesday,29.17,90,13,S,No
A60B9B,2022-07-04,22:06:16,TRF274,3150,113,1200,TRF,Tuesday,29.17,90,13,S,No
A013E8,2022-07-04,22:07:42,NA,38000,453,,NA,Tuesday,29.17,90,13,S,No
ABFD39,2022-07-04,22:08:04,NA,9975,283,,NA,Tuesday,29.17,90,13,S,No
A02413,2022-07-04,22:08:07,SKW532E,36000,450,,SKW,Tuesday,29.17,90,13,S,No
A0E607,2022-07-04,22:08:35,NA,2650,174,,NA,Tuesday,29.17,90,13,S,No
ABD5E0,2022-07-04,22:10:01,NA,10850,332,,NA,Tuesday,29.17,90,13,S,No
ACA788,2022-07-04,22:12:50,NA,41000,459,,NA,Tuesday,29.17,90,13,S,No
ACC317,2022-07-04,22:16:33,NKS3163,12000,280,5772,NKS,Tuesday,29.17,90,13,S,No
A94B2E,2022-07-04,22:16:48,UAL1770 ,,,,UAL,Tuesday,29.17,90,13,S,No
A7BF21,2022-07-04,22:17:29,TRF213,7500,111,5145,TRF,Tuesday,29.17,90,13,S,No
A94B4D,2022-07-04,22:21:21,UAL1915 ,34775,467,,UAL,Tuesday,29.17,90,13,S,No
A9CECF,2022-07-04,22:25:45,AAL80,8250,298,2314,AAL,Tuesday,29.17,90,13,S,No
AC82F5,2022-07-04,22:26:46,NKS1857,2575,189,2230,NKS,Tuesday,29.17,90,13,S,No
AD56D1,2022-07-04,22:27:06,N959HM,2750,227,,Private,Tuesday,29.17,90,13,S,No
ABE450,2022-07-04,22:27:38,SWA2226,12225,330,,SWA,Tuesday,29.17,90,13,S,No
AC08F5,2022-07-04,22:28:14,AMX660,39000,477,4202,AMX,Tuesday,29.17,90,13,S,No
ABB90D,2022-07-04,22:30:11,NA,,,,NA,Tuesday,29.17,90,13,S,No
A504D0,2022-07-04,22:30:56,NA,26025,461,2413,NA,Tuesday,29.17,90,13,S,No
A5DB31,2022-07-04,22:31:58,NA,2150,270,,NA,Tuesday,29.17,90,13,S,No
ACAA77,2022-07-04,22:32:02,AAL1369,11975,275,3532,AAL,Tuesday,29.17,90,13,S,No
